,model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
9125,1988,USA,Gasoline,Rear-wheel drive,2,2060,5,223.0,3730,19.5,28.7
9126,1995,Europe,Diesel,All-wheel drive,5,2330,6,269.0,4210,18.2,28.6
9127,1990,USA,Gasoline,Rear-wheel drive,4,2070,6,246.0,4320,18.2,28.3
9128,2016,USA,Gasoline,All-wheel drive,4,2220,6,268.0,4490,21.7,27.0
9129,2013,USA,Gasoline,Front-wheel drive,4,2220,6,237.0,4390,18.5,32.1
9130,1980,USA,Gasoline,Front-wheel drive,4,2350,6,263.0,4240,19.7,24.9
9131,2014,Europe,Gasoline,All-wheel drive,3,2340,6,236.0,4490,20.7,31.1
9132,2009,USA,Gasoline,Rear-wheel drive,2,2010,5,247.0,3980,16.0,28.9
9133,2012,USA,Diesel,All-wheel drive,5,2500,7,288.0,4860,18.4,29.0
9134,2002,USA,Gasoline,Front-wheel drive,3,2000,6,245.0,3930,18.3,28.9
9135,1995,USA,Hybrid,Rear-wheel drive,2,2290,6,268.0,4410,17.1,34.7
9136,1994,Europe,Gasoline,Front-wheel drive,4,2250,6,265.0,4070,19.2,28.4
9137,2012,USA,Gasoline,All-wheel drive,5,2360,6,266.0,4880,21.6,27.0
9138,1992,Asia,Gasoline,Front-wheel drive,4,2340,6,247.0,4360,19.6,28.4
9139,1984,USA,Diesel,Front-wheel drive,3,2670,7,309.0,4720,16.9,25.7
9140,1994,Asia,Gasoline,Front-wheel drive,5,2420,7,273.0,4230,15.6,30.8
9141,1990,Asia,Diesel,Front-wheel drive,4,2010,5,210.0,3870,20.2,30.7
9142,2016,Europe,Gasoline,Front-wheel drive,3,2300,6,253.0,4140,17.5,31.0
9143,2007,Asia,Gasoline,All-wheel drive,5,2470,6,254.0,4680,20.7,28.8
9144,2019,Asia,Gasoline,Front-wheel drive,4,1860,5,207.0,4270,17.3,33.3
9145,2003,USA,Diesel,All-wheel drive,4,1960,6,227.0,4330,21.4,32.6
9146,2006,USA,Gasoline,Front-wheel drive,2,2120,6,265.0,4030,17.8,33.2
9147,2009,Asia,Hybrid,Front-wheel drive,3,2070,6,234.0,4140,19.6,36.0
9148,1978,Europe,Gasoline,Front-wheel drive,3,2060,6,,3920,,28.3
9149,2019,USA,Diesel,Front-wheel drive,3,1960,5,235.0,3910,18.8,33.3
9150,2012,USA,Gasoline,Front-wheel drive,5,2400,6,275.0,4380,20.3,30.6
9151,1998,USA,Gasoline,Rear-wheel drive,3,2210,6,265.0,4260,18.3,25.5
9152,1988,Europe,Diesel,Front-wheel drive,3,2270,6,248.0,4020,19.4,29.1
9153,2019,USA,Diesel,Front-wheel drive,4,2040,5,240.0,3970,16.3,33.6
9154,1976,USA,Gasoline,Front-wheel drive,3,2050,6,,3780,18.9,29.8
9155,2014,USA,Gasoline,Rear-wheel drive,3,2220,6,244.0,4500,21.0,30.4
9156,2006,Asia,Gasoline,Front-wheel drive,5,2210,6,232.0,4170,18.8,33.6
9157,2014,Europe,Hybrid,All-wheel drive,4,2210,6,238.0,4100,19.5,38.3
9158,2007,Asia,Gasoline,All-wheel drive,3,2360,6,254.0,4750,18.7,28.5
9159,2011,USA,Gasoline,Front-wheel drive,4,2340,7,263.0,4550,19.7,28.5
9160,2005,Asia,Gasoline,Front-wheel drive,4,2360,7,270.0,4080,17.2,31.8
9161,1991,USA,Gasoline,Front-wheel drive,4,2400,6,291.0,4250,15.8,27.1
9162,2016,USA,Gasoline,Rear-wheel drive,4,2320,6,263.0,4440,20.6,27.4
9163,1982,USA,Gasoline,Front-wheel drive,2,2330,6,,3970,19.0,27.2
9164,2006,USA,Gasoline,Front-wheel drive,4,2530,7,292.0,4400,18.4,28.5
9165,1977,USA,Diesel,Front-wheel drive,3,2350,7,290.0,4260,20.1,31.4
9166,1979,USA,Diesel,All-wheel drive,4,2290,6,293.0,4510,20.2,27.5
9167,1979,USA,Gasoline,All-wheel drive,2,2410,6,,4560,20.1,25.2
9168,2007,USA,Gasoline,Front-wheel drive,3,1960,6,229.0,3980,18.9,28.0
9169,1994,Europe,Gasoline,Front-wheel drive,3,2140,6,246.0,3990,18.7,31.1
9170,1989,USA,Gasoline,Front-wheel drive,3,2060,6,253.0,3890,19.2,27.4
9171,1991,USA,Gasoline,Rear-wheel drive,4,2240,6,280.0,4410,18.2,28.0
9172,2018,Asia,Gasoline,Rear-wheel drive,5,2270,6,256.0,4400,18.6,31.8
9173,1984,Asia,Gasoline,All-wheel drive,4,2260,6,,4490,20.0,25.4
9174,1980,USA,Gasoline,Front-wheel drive,5,2360,6,278.0,4380,17.9,27.6
9175,1984,Europe,Gasoline,All-wheel drive,5,2090,6,233.0,4190,20.6,31.8
9176,2007,Europe,Hybrid,Rear-wheel drive,2,2330,6,255.0,4380,18.5,31.7
9177,1982,Europe,Hybrid,All-wheel drive,4,2100,6,232.0,4540,19.4,29.8
9178,1975,Europe,Gasoline,All-wheel drive,4,2430,6,,4440,20.1,23.4
9179,1984,Europe,Gasoline,Front-wheel drive,4,2410,7,,4170,,31.1
9180,1982,Asia,Gasoline,All-wheel drive,4,2640,7,,4790,21.1,25.3
9181,1976,USA,Gasoline,Front-wheel drive,3,2170,5,,3990,21.2,26.9
9182,1986,Europe,Hybrid,Rear-wheel drive,4,2270,6,220.0,4220,19.0,32.4
9183,2011,Asia,Gasoline,Front-wheel drive,4,2460,6,264.0,4240,16.8,30.9
9184,1998,Europe,Diesel,Rear-wheel drive,4,2230,6,252.0,4250,,33.2
9185,2003,Asia,Gasoline,Front-wheel drive,4,2530,7,276.0,4510,16.4,28.7
9186,2000,USA,Diesel,Front-wheel drive,4,2160,6,257.0,4150,17.5,30.9
9187,2011,Asia,Diesel,Front-wheel drive,4,2150,5,254.0,3670,16.4,37.7
9188,2005,USA,Gasoline,Rear-wheel drive,4,2070,6,246.0,4120,18.7,29.7
9189,1992,USA,Gasoline,Rear-wheel drive,4,2490,6,265.0,4560,19.4,22.9
9190,1992,USA,Gasoline,All-wheel drive,3,2270,6,245.0,4540,18.5,27.0
9191,1982,Europe,Gasoline,Front-wheel drive,4,2600,7,283.0,4520,19.0,25.2
9192,1979,Europe,Hybrid,Rear-wheel drive,3,2230,6,267.0,4570,20.2,33.6
9193,1985,Asia,Diesel,Front-wheel drive,4,2150,6,244.0,3880,19.6,32.5
9194,2003,Europe,Diesel,Front-wheel drive,4,2080,6,243.0,4010,19.1,35.2
9195,2005,Asia,Gasoline,All-wheel drive,3,2110,6,250.0,4350,18.2,29.0
9196,2023,Europe,Diesel,All-wheel drive,3,2440,6,281.0,4740,18.0,32.9
9197,1987,USA,Diesel,Rear-wheel drive,4,2400,6,277.0,4850,20.3,29.5
9198,1980,USA,Hybrid,Front-wheel drive,4,1830,5,,3970,20.7,32.9
9199,2003,Europe,Gasoline,Front-wheel drive,4,2730,7,281.0,4580,21.3,28.1
9200,1996,Asia,Gasoline,Front-wheel drive,5,2240,6,242.0,4250,21.0,30.1
9201,1990,Asia,Gasoline,Front-wheel drive,4,2350,6,262.0,4310,20.1,28.0
9202,2021,USA,Gasoline,Rear-wheel drive,3,2250,6,243.0,4130,15.9,30.3
9203,1995,Asia,Gasoline,Front-wheel drive,3,2180,6,230.0,3870,18.4,32.3
9204,2002,USA,Gasoline,Front-wheel drive,2,2660,7,293.0,4740,20.9,24.7
9205,2005,USA,Gasoline,All-wheel drive,3,2320,6,236.0,4630,20.5,27.8
9206,2012,USA,Gasoline,Front-wheel drive,5,2380,6,261.0,4510,18.5,29.8
9207,2022,Asia,Diesel,Front-wheel drive,5,2440,7,271.0,4360,19.6,36.0
9208,1998,USA,Diesel,Rear-wheel drive,3,2290,6,301.0,4560,21.8,27.7
9209,1976,Europe,Diesel,Front-wheel drive,3,1980,6,,3820,20.5,30.2
9210,2024,Europe,Gasoline,Front-wheel drive,2,2140,5,226.0,4060,18.5,33.7
9211,1996,USA,Gasoline,Front-wheel drive,4,2240,6,248.0,4080,17.6,26.9
9212,2008,USA,Gasoline,Front-wheel drive,4,2410,7,,4670,20.0,30.0
9213,1999,Europe,Diesel,Front-wheel drive,2,2300,6,265.0,4080,16.1,32.1
9214,2004,Europe,Gasoline,All-wheel drive,5,2200,6,246.0,4510,18.1,29.4
9215,1978,USA,Gasoline,Front-wheel drive,2,2340,6,284.0,4230,18.9,26.6
9216,1998,USA,Diesel,Front-wheel drive,4,2110,6,258.0,4300,19.6,31.1
9217,2012,Asia,Gasoline,Rear-wheel drive,2,2130,6,244.0,4420,20.2,29.4
9218,1984,Europe,Gasoline,Front-wheel drive,3,2160,6,221.0,3930,18.8,29.2
9219,1984,Europe,Diesel,Front-wheel drive,3,2040,6,249.0,4120,20.3,29.7
9220,2008,Europe,Gasoline,Front-wheel drive,5,2430,6,254.0,4230,19.8,33.1
9221,1998,Europe,Gasoline,Front-wheel drive,2,2140,5,221.0,3690,18.7,30.2
9222,1997,USA,Diesel,All-wheel drive,4,2150,6,253.0,3830,18.1,30.1
9223,1976,Asia,Hybrid,Front-wheel drive,4,1940,5,,3540,19.7,36.6
9224,1999,USA,Gasoline,Rear-wheel drive,5,2200,6,263.0,4360,17.1,28.5
9225,1993,USA,Gasoline,All-wheel drive,3,2270,6,245.0,4490,17.8,25.0
9226,2007,Asia,Gasoline,All-wheel drive,4,2410,6,271.0,4710,18.0,25.7
9227,2000,Europe,Gasoline,Rear-wheel drive,3,2160,6,229.0,4150,19.6,28.5
9228,2005,Asia,Diesel,All-wheel drive,3,2460,6,265.0,4510,19.5,30.2
9229,2016,Asia,Diesel,Front-wheel drive,3,2360,6,253.0,4190,17.7,32.2
9230,1987,Asia,Gasoline,Rear-wheel drive,5,2230,6,258.0,4270,19.7,31.4
9231,1978,USA,Gasoline,Front-wheel drive,3,2060,5,,3960,19.6,26.2
9232,2024,USA,Gasoline,Front-wheel drive,5,2360,6,256.0,4480,18.6,29.3
9233,2018,USA,Gasoline,Front-wheel drive,4,2140,6,262.0,4220,17.2,29.9
9234,2009,USA,Hybrid,Front-wheel drive,4,2250,6,286.0,4090,18.0,31.7
9235,1991,USA,Gasoline,Front-wheel drive,4,2380,6,271.0,4460,21.0,27.0
9236,2020,Asia,Gasoline,Front-wheel drive,5,2490,6,279.0,4600,19.4,28.9
9237,2003,Asia,Gasoline,Front-wheel drive,3,2330,7,260.0,4300,18.3,33.0
9238,2024,USA,Gasoline,Front-wheel drive,5,2420,6,269.0,4550,16.8,28.9
9239,2023,Europe,Gasoline,Front-wheel drive,5,2100,6,229.0,4140,18.3,35.9
9240,1977,Asia,Gasoline,All-wheel drive,3,2320,7,,4310,17.5,25.8
9241,2022,Europe,Gasoline,All-wheel drive,5,2360,6,251.0,4400,17.8,31.5
9242,1988,Asia,Hybrid,Front-wheel drive,4,2180,6,235.0,4200,19.8,33.5
9243,2007,USA,Diesel,Front-wheel drive,4,2100,6,249.0,4220,19.4,31.7
9244,1991,Europe,Diesel,Rear-wheel drive,5,2410,6,251.0,4350,19.6,29.0
9245,2013,USA,Gasoline,Front-wheel drive,2,2320,6,278.0,4380,19.4,31.5
9246,1976,Europe,Gasoline,Front-wheel drive,5,2340,6,,4320,19.3,28.7
9247,2022,Asia,Diesel,Rear-wheel drive,2,2070,6,237.0,4240,17.3,34.8
9248,1983,Asia,Gasoline,Rear-wheel drive,4,2270,6,,4410,20.8,27.2
9249,1985,Europe,Gasoline,Front-wheel drive,3,2070,5,216.0,3850,20.7,27.7
9250,2013,USA,Diesel,Front-wheel drive,4,2270,6,264.0,4140,20.5,32.2
9251,2002,USA,Gasoline,Front-wheel drive,4,2220,6,239.0,4450,16.1,27.2
9252,2004,USA,Diesel,Rear-wheel drive,3,2380,6,286.0,4530,18.3,31.8
9253,2023,USA,Diesel,Front-wheel drive,3,2190,6,260.0,4180,18.2,33.9
9254,1998,Europe,Gasoline,Front-wheel drive,3,2230,7,288.0,3980,16.2,31.6
9255,1979,USA,Gasoline,Front-wheel drive,5,2340,6,263.0,4440,18.9,29.8
9256,2003,USA,Diesel,All-wheel drive,2,2330,6,296.0,4540,16.2,27.8
9257,2012,USA,Diesel,Rear-wheel drive,4,2090,6,248.0,4100,15.4,33.3
9258,2019,USA,Gasoline,Front-wheel drive,4,2200,6,275.0,4450,18.3,32.2
9259,2018,Asia,Gasoline,Front-wheel drive,3,2270,7,271.0,4120,18.4,34.9
9260,2017,USA,Gasoline,Front-wheel drive,4,2590,7,304.0,4600,16.7,26.2
9261,2015,Europe,Gasoline,Rear-wheel drive,4,2510,7,279.0,4630,18.8,27.4
9262,2016,Europe,Gasoline,Front-wheel drive,4,2480,7,,4660,19.8,29.3
9263,1994,Asia,Gasoline,All-wheel drive,4,2140,6,209.0,4260,23.2,30.6
9264,2001,Asia,Diesel,All-wheel drive,2,2410,6,269.0,4610,19.6,29.3
9265,1981,USA,Diesel,Rear-wheel drive,3,2090,6,258.0,4370,19.7,27.9
9266,2022,Europe,Gasoline,Rear-wheel drive,4,2210,6,259.0,4160,16.6,29.1
9267,2016,Europe,Gasoline,Front-wheel drive,4,2040,5,223.0,4190,21.3,35.0
9268,1980,USA,Diesel,All-wheel drive,4,2630,7,,5040,20.4,22.5
9269,1989,USA,Hybrid,Rear-wheel drive,2,2290,6,251.0,4460,19.0,27.7
9270,2024,USA,Gasoline,Front-wheel drive,5,2140,6,247.0,4290,18.9,31.4
9271,2003,Asia,Gasoline,Front-wheel drive,5,2350,6,258.0,4380,19.0,31.8
9272,1991,Asia,Gasoline,Front-wheel drive,4,2260,6,266.0,4210,17.6,32.2
9273,2002,Europe,Gasoline,Front-wheel drive,3,2320,6,254.0,3970,18.4,27.0
9274,2018,Asia,Diesel,Front-wheel drive,5,2230,6,243.0,4430,18.9,31.6
9275,2022,Asia,Diesel,Front-wheel drive,4,2450,7,297.0,4540,18.0,33.9
9276,1975,USA,Gasoline,Front-wheel drive,2,2490,6,,4440,19.2,23.8
9277,1978,USA,Diesel,Front-wheel drive,5,2340,7,282.0,4660,17.4,27.1
9278,1990,USA,Gasoline,Rear-wheel drive,3,2420,6,290.0,4430,17.4,23.1
9279,1980,USA,Gasoline,Front-wheel drive,4,1960,5,,4010,18.8,26.2
9280,1985,Asia,Gasoline,Front-wheel drive,2,2170,6,230.0,4210,19.9,29.2
9281,2015,Europe,Gasoline,Front-wheel drive,3,2110,6,218.0,4120,18.5,33.2
9282,1988,Asia,Gasoline,Front-wheel drive,4,2050,5,210.0,3580,20.7,30.2
9283,1987,Europe,Gasoline,All-wheel drive,3,2130,5,226.0,4380,19.2,27.6
9284,1987,USA,Diesel,All-wheel drive,4,2420,7,315.0,4620,18.3,28.2
9285,2019,Europe,Gasoline,Rear-wheel drive,3,2410,7,253.0,4290,19.0,32.0
9286,2014,Asia,Gasoline,Front-wheel drive,5,2130,5,228.0,4160,17.1,31.1
9287,1998,USA,Hybrid,Front-wheel drive,5,1940,6,235.0,4280,21.4,33.7
9288,1977,USA,Gasoline,Front-wheel drive,5,2170,6,,4260,19.7,27.4
9289,1978,Europe,Hybrid,All-wheel drive,3,2310,6,263.0,4240,17.5,30.9
9290,1981,Europe,Gasoline,Rear-wheel drive,3,2470,6,,4540,19.5,25.6
9291,1991,Asia,Diesel,All-wheel drive,3,2650,7,304.0,4580,18.6,30.3
9292,1984,Europe,Diesel,All-wheel drive,4,2110,6,,4530,20.7,27.3
9293,2022,Asia,Diesel,Rear-wheel drive,4,2240,6,258.0,4270,18.4,32.3
9294,2014,Europe,Gasoline,Front-wheel drive,4,2280,6,255.0,4150,16.9,29.6
9295,2009,Asia,Gasoline,Front-wheel drive,3,2180,6,248.0,4060,18.4,31.9
9296,2012,Europe,Hybrid,Front-wheel drive,4,2500,6,260.0,4460,16.7,35.4
9297,1984,Asia,Hybrid,Front-wheel drive,4,2070,6,232.0,3750,20.7,33.6
9298,2011,USA,Hybrid,Front-wheel drive,4,2170,6,221.0,4120,19.4,37.1
9299,2011,Asia,Diesel,Front-wheel drive,2,2120,6,230.0,4030,17.0,33.0
9300,2022,USA,Gasoline,Front-wheel drive,5,2200,6,234.0,4140,17.5,32.3
9301,2019,USA,Gasoline,Front-wheel drive,4,2170,6,245.0,4230,19.8,35.2
9302,1994,Asia,Gasoline,Rear-wheel drive,3,2010,6,231.0,4050,16.9,32.8
9303,2022,Europe,Gasoline,Front-wheel drive,4,2420,6,240.0,4320,18.8,31.6
9304,1986,Asia,Gasoline,Front-wheel drive,2,2340,6,277.0,3910,19.0,30.6
9305,1994,Asia,Gasoline,All-wheel drive,4,2320,6,261.0,4370,18.7,28.7
9306,2015,USA,Gasoline,Front-wheel drive,3,1830,5,205.0,3870,19.3,31.0
9307,1994,Asia,Hybrid,Front-wheel drive,5,2200,5,245.0,4370,16.0,31.3
9308,2016,USA,Gasoline,All-wheel drive,4,2300,6,269.0,4530,19.5,27.6
9309,1986,Asia,Gasoline,Front-wheel drive,4,2330,6,255.0,4120,19.9,29.2
9310,2005,Europe,Gasoline,All-wheel drive,4,2380,6,277.0,4310,19.6,28.4
9311,1985,USA,Diesel,Rear-wheel drive,2,2600,7,314.0,4580,18.7,28.0
9312,2020,Asia,Gasoline,Front-wheel drive,4,2290,6,250.0,3930,18.2,31.0
9313,2010,USA,Diesel,All-wheel drive,3,2490,7,302.0,4790,18.3,32.4
9314,1982,Asia,Gasoline,Front-wheel drive,3,2430,7,282.0,4460,19.8,28.2
9315,2024,USA,Gasoline,Front-wheel drive,2,2630,7,288.0,4550,18.4,30.1
9316,2008,Asia,Gasoline,Front-wheel drive,5,2010,6,227.0,4080,18.9,28.8
9317,1980,Europe,Gasoline,Front-wheel drive,3,2100,5,,3930,18.2,28.1
9318,2007,Asia,Hybrid,All-wheel drive,5,2080,6,223.0,4400,17.8,35.6
9319,2010,Asia,Gasoline,Front-wheel drive,4,2260,7,263.0,4130,18.4,32.7
9320,1994,Asia,Hybrid,All-wheel drive,4,2470,7,278.0,4450,19.5,32.4
9321,2005,USA,Gasoline,Rear-wheel drive,3,2520,6,290.0,4610,21.3,29.7
9322,2015,Europe,Gasoline,Rear-wheel drive,2,2080,6,235.0,4060,18.9,33.7
9323,2004,USA,Diesel,Front-wheel drive,4,2340,6,283.0,4520,16.4,30.2
9324,2015,USA,Diesel,Front-wheel drive,3,2230,6,259.0,3980,17.4,34.6
9325,1986,USA,Diesel,Front-wheel drive,5,2200,6,271.0,4390,18.7,29.4
9326,1999,Europe,Diesel,Rear-wheel drive,4,2090,6,257.0,4180,19.9,34.7
9327,2021,Asia,Gasoline,All-wheel drive,4,2690,7,289.0,4550,16.9,28.8
9328,1978,USA,Gasoline,Front-wheel drive,3,2240,6,,4270,22.3,25.7
9329,2017,Europe,Gasoline,Front-wheel drive,4,2190,6,232.0,4090,18.2,32.6
9330,1982,Asia,Gasoline,Front-wheel drive,4,2250,6,,4090,18.2,29.6
9331,2018,USA,Gasoline,Front-wheel drive,3,2170,7,267.0,4270,19.4,30.6
9332,2020,Europe,Diesel,All-wheel drive,4,2230,6,254.0,4410,19.5,32.6
9333,1976,USA,Gasoline,Front-wheel drive,3,2620,7,290.0,4450,18.4,25.3
9334,2005,Europe,Hybrid,Front-wheel drive,4,2020,6,216.0,3640,20.5,35.8
9335,2017,Asia,Diesel,Front-wheel drive,3,2450,7,282.0,4380,19.1,36.6
9336,2018,USA,Gasoline,Rear-wheel drive,5,2470,6,294.0,4790,18.5,30.6
9337,2022,Asia,Diesel,Front-wheel drive,4,1760,5,213.0,3500,18.1,34.4
9338,2006,USA,Gasoline,Front-wheel drive,3,2210,7,266.0,4180,19.9,29.6
9339,1996,Europe,Gasoline,Front-wheel drive,3,2180,5,223.0,3940,18.4,33.2
9340,1987,USA,Hybrid,Front-wheel drive,4,2220,6,255.0,4090,17.8,33.1
9341,1981,Europe,Diesel,Rear-wheel drive,4,2150,6,262.0,4130,19.2,29.4
9342,2020,USA,Gasoline,Front-wheel drive,3,2130,5,250.0,3950,19.1,34.9
9343,1979,Asia,Gasoline,Front-wheel drive,5,2490,7,276.0,4780,20.7,25.4
9344,2017,Europe,Gasoline,Rear-wheel drive,4,2120,5,221.0,3940,20.9,31.7
9345,1981,USA,Gasoline,Front-wheel drive,4,1840,5,254.0,3980,19.5,27.6
9346,1977,USA,Diesel,Front-wheel drive,4,2360,6,,4390,20.0,27.0
9347,1994,Asia,Gasoline,Rear-wheel drive,2,2490,7,264.0,4340,17.2,29.5
9348,2015,USA,Gasoline,Front-wheel drive,2,2250,6,266.0,4550,18.5,29.2
9349,2006,Asia,Gasoline,All-wheel drive,4,2290,6,255.0,4630,19.1,30.5
9350,1994,USA,Gasoline,Front-wheel drive,3,2230,6,262.0,3740,18.1,27.5
9351,2024,Asia,Gasoline,Front-wheel drive,3,2230,6,263.0,4070,16.1,32.7
9352,1987,USA,Hybrid,Front-wheel drive,3,2480,6,275.0,4370,20.4,29.2
9353,1998,Asia,Hybrid,Rear-wheel drive,5,2410,7,232.0,4770,23.8,32.8
9354,1994,USA,Gasoline,Front-wheel drive,4,2260,6,247.0,4340,18.1,25.9
9355,2021,USA,Gasoline,Front-wheel drive,3,2320,6,249.0,4030,18.8,31.2
9356,1985,USA,Diesel,Front-wheel drive,2,2340,6,253.0,4220,18.2,28.6
9357,1991,Asia,Gasoline,Front-wheel drive,3,2500,6,267.0,4350,20.3,27.4
9358,2023,Europe,Gasoline,Front-wheel drive,3,2170,6,235.0,3980,17.2,32.6
9359,2021,USA,Diesel,Rear-wheel drive,3,2680,7,318.0,4800,16.9,27.9
9360,2013,Asia,Gasoline,Front-wheel drive,3,2300,6,248.0,4360,17.7,32.3
9361,1997,Asia,Diesel,Rear-wheel drive,2,2220,7,266.0,4350,18.2,29.2
9362,2022,USA,Diesel,Front-wheel drive,4,1960,5,245.0,3800,18.5,34.5
9363,2011,Europe,Diesel,Front-wheel drive,5,2340,6,,4430,19.4,32.2
9364,2017,Asia,Hybrid,Front-wheel drive,5,1900,5,,4380,19.0,36.9
9365,1978,USA,Gasoline,Rear-wheel drive,4,2360,6,265.0,4790,21.1,24.5
9366,2011,USA,Gasoline,Front-wheel drive,5,2400,6,256.0,4260,15.7,28.4
9367,1981,USA,Hybrid,Rear-wheel drive,3,2220,6,259.0,4340,19.1,30.9
9368,2019,Asia,Gasoline,Front-wheel drive,3,2390,6,238.0,4480,20.5,31.1
9369,2004,USA,Gasoline,All-wheel drive,3,2130,6,239.0,4460,20.1,27.2
9370,1979,USA,Gasoline,Front-wheel drive,4,2330,6,272.0,4090,17.8,28.6
9371,1981,Europe,Gasoline,Rear-wheel drive,2,2410,7,,4370,18.5,25.4
9372,1998,USA,Gasoline,Front-wheel drive,4,2320,6,253.0,4130,18.9,30.5
9373,1975,USA,Diesel,All-wheel drive,4,2280,6,242.0,4510,22.0,25.0
9374,1991,Asia,Gasoline,All-wheel drive,2,2480,7,268.0,4490,19.1,26.3
9375,1985,USA,Gasoline,All-wheel drive,4,2450,7,291.0,4550,20.0,24.2
9376,1982,Asia,Gasoline,Front-wheel drive,2,2550,7,274.0,4530,20.6,27.9
9377,1997,USA,Gasoline,Front-wheel drive,2,2320,6,276.0,4480,17.6,28.8
9378,1989,Asia,Gasoline,Rear-wheel drive,4,2610,7,288.0,4800,21.8,26.3
9379,1981,Asia,Gasoline,Rear-wheel drive,3,2120,6,234.0,4270,20.7,27.5
9380,1997,USA,Gasoline,All-wheel drive,5,2360,6,259.0,5060,20.0,26.1
9381,1998,USA,Gasoline,All-wheel drive,5,2230,6,254.0,4630,19.4,27.5
9382,2023,USA,Gasoline,Front-wheel drive,2,2540,6,285.0,4440,16.7,31.9
9383,2011,Europe,Gasoline,Front-wheel drive,4,2070,5,226.0,3920,18.6,32.1
9384,1979,Europe,Gasoline,Front-wheel drive,5,2100,6,,4230,19.9,31.3
9385,2007,Asia,Gasoline,Rear-wheel drive,4,2330,6,258.0,4330,18.8,31.7
9386,2004,USA,Hybrid,Front-wheel drive,3,2240,6,260.0,4150,18.1,32.8
9387,1982,USA,Gasoline,Rear-wheel drive,4,2440,6,287.0,4540,19.1,25.8
9388,1976,USA,Gasoline,Front-wheel drive,5,2420,6,,4860,18.0,28.1
9389,1995,USA,Gasoline,Front-wheel drive,3,2230,6,253.0,4440,19.2,29.6
9390,1982,Europe,Diesel,All-wheel drive,2,2220,6,252.0,4340,,26.9
9391,2020,Asia,Gasoline,Front-wheel drive,5,2040,5,206.0,3820,15.9,36.0
9392,2012,Asia,Gasoline,All-wheel drive,2,2090,5,217.0,3920,20.9,30.9
9393,2001,Asia,Gasoline,Front-wheel drive,3,2180,6,237.0,3930,18.3,34.1
9394,2006,Asia,Diesel,Front-wheel drive,4,2250,6,250.0,4040,20.2,35.5
9395,1994,Europe,Gasoline,Front-wheel drive,3,2060,6,215.0,3990,18.4,30.8
9396,2008,Europe,Gasoline,Front-wheel drive,3,2170,6,238.0,3950,18.0,31.9
9397,1990,USA,Gasoline,Front-wheel drive,4,2470,6,276.0,4390,19.9,30.7
9398,1996,Europe,Gasoline,Front-wheel drive,3,2090,5,220.0,3840,18.0,33.3
9399,2020,USA,Gasoline,Rear-wheel drive,5,2080,6,257.0,4420,18.2,29.0
9400,2012,Asia,Gasoline,Front-wheel drive,5,2090,5,241.0,4180,19.2,33.9
9401,1994,USA,Diesel,Rear-wheel drive,3,2320,6,256.0,4450,19.3,31.2
9402,1976,Asia,Gasoline,Front-wheel drive,4,2260,6,,4210,18.6,27.0
9403,2008,USA,Gasoline,Front-wheel drive,3,2020,6,244.0,3960,20.2,32.7
9404,2012,Europe,Gasoline,Front-wheel drive,5,2270,6,263.0,4310,17.9,33.7
9405,2007,Europe,Diesel,Rear-wheel drive,2,2040,5,231.0,4050,20.5,34.1
9406,2020,USA,Diesel,Front-wheel drive,3,1960,5,245.0,3940,18.8,33.0
9407,1982,Asia,Gasoline,Front-wheel drive,3,2410,6,,4290,21.6,28.2
9408,1985,Asia,Gasoline,Rear-wheel drive,2,2240,6,253.0,3960,20.1,29.5
9409,1977,Europe,Gasoline,Rear-wheel drive,2,2320,6,276.0,4280,17.2,27.4
9410,1981,USA,Gasoline,Front-wheel drive,2,2350,6,,4490,20.1,27.4
9411,2010,Europe,Gasoline,All-wheel drive,5,2340,6,250.0,4540,17.7,28.5
9412,1991,Europe,Diesel,Front-wheel drive,4,2240,6,251.0,4340,20.1,30.6
9413,2012,Europe,Gasoline,Rear-wheel drive,3,2340,6,252.0,4470,19.4,33.6
9414,2013,USA,Gasoline,Rear-wheel drive,4,2280,6,272.0,4370,19.5,28.6
9415,2004,Asia,Gasoline,Front-wheel drive,5,2230,6,243.0,3870,19.7,30.2
9416,2003,Asia,Hybrid,Rear-wheel drive,5,2470,7,255.0,4730,19.0,32.5
9417,1980,USA,Gasoline,Front-wheel drive,3,2030,5,225.0,3910,18.5,30.7
9418,1975,Asia,Diesel,Front-wheel drive,4,2440,7,,4310,16.9,30.8
9419,2004,Asia,Gasoline,Front-wheel drive,2,2160,6,241.0,4020,17.9,29.3
9420,1997,USA,Gasoline,All-wheel drive,2,2180,6,239.0,4320,19.5,25.2
9421,1979,USA,Gasoline,Front-wheel drive,5,2350,6,266.0,4300,18.1,26.5
9422,2000,Europe,Gasoline,Front-wheel drive,4,2570,6,278.0,4340,16.7,29.6
9423,2003,Europe,Diesel,Rear-wheel drive,3,2300,6,263.0,4340,,31.3
9424,1976,Europe,Hybrid,Front-wheel drive,4,2260,6,,4160,17.8,30.7
9425,1975,USA,Gasoline,Rear-wheel drive,5,2280,6,274.0,4360,18.4,27.8
9426,2019,Europe,Gasoline,Rear-wheel drive,4,2250,6,277.0,4110,16.6,30.1
9427,1979,Europe,Diesel,Front-wheel drive,4,1940,5,221.0,4140,20.0,30.2
